"idade_local" "biome"
"3473" NA "Temperate"
"3474" NA "Temperate"
"3475" NA "Temperate"
"3476" NA "Temperate"
"3477" NA "Temperate"
"3478" NA "Temperate"
"3479" NA "Temperate"
"3480" NA "Temperate"
"3481" NA "Temperate"
"3482" NA "Temperate"
"3483" NA "Temperate"
"3484" NA "Temperate"
"3485" NA "Temperate"
"3486" NA "Temperate"
"3487" 6.70695416068143 "Temperate"
"3488" 6.70695416068143 "Temperate"
"3489" 6.99110788643667 "Temperate"
"3490" 7.388923102494 "Temperate"
"3491" 6.57938685323667 "Temperate"
"3492" 6.57938685323667 "Temperate"
"3493" 6.95673287794286 "Temperate"
"3494" 1.46759655678 "Temperate"
"3495" 1.46759655678 "Temperate"
"3496" 1.46759655678 "Temperate"
"3497" 1.46759655678 "Temperate"
"3498" 1.46759655678 "Temperate"
"3499" 1.46759655678 "Temperate"
"3500" 1.46759655678 "Temperate"
"3501" 1.46759655678 "Temperate"
"3502" 1.46759655678 "Temperate"
"3503" 1.07216965515 "Temperate"
"3504" 1.07216965515 "Temperate"
"3505" 1.07216965515 "Temperate"
"3506" 1.07216965515 "Temperate"
"3507" 1.07216965515 "Temperate"
"3508" 1.07216965515 "Temperate"
"3509" 1.07216965515 "Temperate"
"3510" 1.07216965515 "Temperate"
"3511" 1.07216965515 "Temperate"
"3512" 1.07216965515 "Temperate"
"3513" 1.07216965515 "Temperate"
"3514" NA "Temperate"
"3515" NA "Temperate"
"3516" NA "Temperate"
"3517" NA "Temperate"
"3518" NA "Temperate"
"3519" NA "Temperate"
"3520" NA "Temperate"
"3521" NA "Temperate"
"3522" NA "Temperate"
"3523" NA "Temperate"
"3524" NA "Temperate"
"3525" NA "Temperate"
"3526" NA "Temperate"
"3527" NA "Temperate"
"3528" NA "Temperate"
"3529" NA "Temperate"
"3530" NA "Temperate"
"3531" NA "Temperate"
"3532" 6.99110788643667 "Temperate"
"3533" 6.70695416068143 "Temperate"
"3534" 6.95673287794286 "Temperate"
"3535" 6.57938685323667 "Temperate"
"3536" 6.95673287794286 "Temperate"
"3537" 7.28251638990833 "Temperate"
"3538" 2.60963092358 "Temperate"
"3539" 1.46759655678 "Temperate"
"3540" 1.46759655678 "Temperate"
"3541" 1.46759655678 "Temperate"
"3542" 1.46759655678 "Temperate"
"3543" 1.46759655678 "Temperate"
"3544" 1.46759655678 "Temperate"
"3545" 1.46759655678 "Temperate"
"3546" 1.07216965515 "Temperate"
"3547" 1.07216965515 "Temperate"
"3548" 1.07216965515 "Temperate"
"3549" 1.07216965515 "Temperate"
"3550" 1.07216965515 "Temperate"
"3551" 1.07216965515 "Temperate"
"3552" 1.07216965515 "Temperate"
"3553" 1.07216965515 "Temperate"
"3554" 1.07216965515 "Temperate"
"3555" 1.07216965515 "Temperate"
"3556" 1.07216965515 "Temperate"
"3557" NA "Temperate"
"3558" NA "Temperate"
"3559" NA "Temperate"
"3560" NA "Temperate"
"3561" NA "Temperate"
"3562" NA "Temperate"
"3563" NA "Temperate"
"3564" NA "Temperate"
"3565" NA "Temperate"
"3566" NA "Temperate"
"3567" NA "Temperate"
"3568" NA "Temperate"
"3569" NA "Temperate"
"3570" NA "Temperate"
"3571" NA "Temperate"
"3572" NA "Temperate"
"3573" NA "Temperate"
"3574" 6.71239524396875 "Temperate"
"3575" 7.28251638990833 "Temperate"
"3576" 6.95673287794286 "Temperate"
"3577" 7.28251638990833 "Temperate"
"3578" 7.28251638990833 "Temperate"
"3579" 2.60963092358 "Temperate"
"3580" 1.46759655678 "Temperate"
"3581" 1.46759655678 "Temperate"
"3582" 1.46759655678 "Temperate"
"3583" 1.46759655678 "Temperate"
"3584" 7.28251638990833 "Temperate"
"3585" 1.46759655678 "Temperate"
"3586" 1.46759655678 "Temperate"
"3587" 1.07216965515 "Temperate"
"3588" 1.07216965515 "Temperate"
"3589" 1.07216965515 "Temperate"
"3590" 1.07216965515 "Temperate"
"3591" 1.07216965515 "Temperate"
"3592" 1.07216965515 "Temperate"
"3593" 1.07216965515 "Temperate"
"3594" 1.07216965515 "Temperate"
"3595" 1.07216965515 "Temperate"
"3596" 1.07216965515 "Temperate"
"3597" NA "Temperate"
"3598" NA "Temperate"
"3599" NA "Temperate"
"3600" NA "Temperate"
"3601" NA "Temperate"
"3602" NA "Temperate"
"3603" NA "Temperate"
"3604" NA "Temperate"
"3605" NA "Temperate"
"3606" NA "Temperate"
"3607" NA "Temperate"
"3608" NA "Temperate"
"3609" NA "Temperate"
"3610" NA "Temperate"
"3611" NA "Temperate"
"3612" 6.95673287794286 "Temperate"
"3613" 7.28251638990833 "Temperate"
"3614" 7.28251638990833 "Temperate"
"3615" 7.28251638990833 "Temperate"
"3616" 7.28251638990833 "Temperate"
"3617" 27.4525277819447 "Temperate"
"3618" 26.8665051244642 "Temperate"
"3619" 27.6797610572943 "Temperate"
"3620" 1.46759655678 "Temperate"
"3621" 6.62952205241778 "Temperate"
"3622" 23.1144379798164 "Temperate"
"3623" 1.46759655678 "Temperate"
"3624" 1.46759655678 "Temperate"
"3625" 1.07216965515 "Temperate"
"3626" 1.07216965515 "Temperate"
"3627" 1.07216965515 "Temperate"
"3628" 1.07216965515 "Temperate"
"3629" 1.07216965515 "Temperate"
"3630" 1.07216965515 "Temperate"
"3631" 1.07216965515 "Temperate"
"3632" 1.07216965515 "Temperate"
"3633" 1.07216965515 "Temperate"
"3634" NA "Temperate"
"3635" NA "Temperate"
"3636" NA "Temperate"
"3637" NA "Temperate"
"3638" NA "Temperate"
"3639" NA "Temperate"
"3640" NA "Temperate"
"3641" NA "Temperate"
"3642" NA "Temperate"
"3643" NA "Temperate"
"3644" NA "Temperate"
"3645" NA "Temperate"
"3646" NA "Temperate"
"3647" NA "Temperate"
"3648" NA "Temperate"
"3649" 7.28251638990833 "Temperate"
"3650" 7.28251638990833 "Temperate"
"3651" 7.28251638990833 "Temperate"
"3652" 6.9309516215725 "Temperate"
"3653" 26.8665051244642 "Temperate"
"3654" 26.8665051244642 "Temperate"
"3655" 26.8665051244642 "Temperate"
"3656" 25.265407506705 "Temperate"
"3657" 7.09827507686555 "Temperate"
"3658" 25.0054002012569 "Temperate"
"3659" 22.9253417576723 "Temperate"
"3660" 23.8167953763514 "Temperate"
"3661" 1.07216965515 "Temperate"
"3662" 1.07216965515 "Temperate"
"3663" 1.07216965515 "Temperate"
"3664" 1.07216965515 "Temperate"
"3665" 1.07216965515 "Temperate"
"3666" 1.07216965515 "Temperate"
"3667" 1.07216965515 "Temperate"
"3668" 1.07216965515 "Temperate"
"3669" NA "Temperate"
"3670" NA "Temperate"
"3671" NA "Temperate"
"3672" 1.97182567682 "Temperate"
"3673" NA "Temperate"
"3674" NA "Temperate"
"3675" NA "Temperate"
"3676" NA "Temperate"
"3677" NA "Temperate"
"3678" NA "Temperate"
"3679" NA "Temperate"
"3680" NA "Temperate"
"3681" NA "Temperate"
"3682" NA "Temperate"
"3683" 7.28251638990833 "Temperate"
"3684" 1.46759655678 "Temperate"
"3685" 7.28251638990833 "Temperate"
"3686" 6.95673287794286 "Temperate"
"3687" 28.2897030069168 "Temperate"
"3688" 27.6797610572943 "Temperate"
"3689" 27.6797610572943 "Temperate"
"3690" 25.8618948544976 "Temperate"
"3691" 25.0054002012569 "Temperate"
"3692" 25.0054002012569 "Temperate"
"3693" 25.0054002012569 "Temperate"
"3694" 23.8167953763514 "Temperate"
"3695" 7.18538022208444 "Temperate"
"3696" 7.30963662068571 "Temperate"
"3697" 1.07216965515 "Temperate"
"3698" 1.07216965515 "Temperate"
"3699" 1.07216965515 "Temperate"
"3700" 1.07216965515 "Temperate"
"3701" 1.07216965515 "Temperate"
"3702" 1.07216965515 "Temperate"
"3703" 35.40569241918 "Temperate"
"3704" 24.2610701717267 "Temperate"
"3705" NA "Temperate"
"3706" NA "Temperate"
"3707" 35.40569241918 "Temperate"
"3708" 1.97182567682 "Temperate"
"3709" NA "Temperate"
"3710" NA "Temperate"
"3711" NA "Temperate"
"3712" NA "Temperate"
"3713" NA "Temperate"
"3714" 7.28251638990833 "Temperate"
"3715" 7.73861330666 "Temperate"
"3716" 6.95673287794286 "Temperate"
"3717" 28.2897030069168 "Temperate"
"3718" 28.0309397555618 "Temperate"
"3719" 28.0309397555618 "Temperate"
"3720" 24.3435634237527 "Temperate"
"3721" 22.7866711947667 "Temperate"
"3722" 24.1387091830967 "Temperate"
"3723" 25.0054002012569 "Temperate"
"3724" 24.58938851254 "Temperate"
"3725" 24.58938851254 "Temperate"
"3726" 25.5726888676891 "Temperate"
"3727" 1.07216965515 "Temperate"
"3728" 1.07216965515 "Temperate"
"3729" 1.07216965515 "Temperate"
"3730" 1.07216965515 "Temperate"
"3731" 1.07216965515 "Temperate"
"3732" 18.688759048 "Temperate"
"3733" NA "Temperate"
"3734" NA "Temperate"
"3735" NA "Temperate"
"3736" 7.98564592658 "Temperate"
"3737" 7.98564592658 "Temperate"
"3738" NA "Temperate"
"3739" 27.1758959684757 "Temperate"
"3740" 25.671018903204 "Temperate"
"3741" 24.58938851254 "Temperate"
"3742" 23.23735052421 "Temperate"
"3743" 25.0054002012569 "Temperate"
"3744" 7.45829877407625 "Temperate"
"3745" 22.9253417576723 "Temperate"
"3746" 23.8167953763514 "Temperate"
"3747" 22.9253417576723 "Temperate"
"3748" 7.05985790342429 "Temperate"
"3749" 6.699699382965 "Temperate"
"3750" NA "Temperate"
"3751" 27.04722573359 "Temperate"
"3752" 27.04722573359 "Temperate"
"3753" NA "Temperate"
"3754" NA "Temperate"
"3755" NA "Temperate"
"3756" NA "Temperate"
"3757" NA "Temperate"
"3758" NA "Temperate"
"3759" 26.3921058303133 "Temperate"
"3760" 25.7482782168229 "Temperate"
"3761" 24.8245255539887 "Temperate"
"3762" 22.6806289996035 "Temperate"
"3763" 24.1387091830967 "Temperate"
"3764" 24.1387091830967 "Temperate"
"3765" 22.9253417576723 "Temperate"
"3766" 23.8167953763514 "Temperate"
"3767" 30.8988991247467 "Temperate"
"3768" 6.699699382965 "Temperate"
"3769" 27.04722573359 "Temperate"
"3770" 35.40569241918 "Temperate"
"3771" NA "Temperate"
"3772" NA "Temperate"
"3773" NA "Temperate"
"3774" NA "Temperate"
"3775" 25.7482782168229 "Temperate"
"3776" 26.0812924996628 "Temperate"
"3777" 23.8167953763514 "Temperate"
"3778" 22.7866711947667 "Temperate"
"3779" 24.1387091830967 "Temperate"
"3780" 22.9253417576723 "Temperate"
"3781" 22.7866711947667 "Temperate"
"3782" 24.0201093595589 "Temperate"
"3783" 27.8943702617911 "Temperate"
"3784" 6.699699382965 "Temperate"
"3785" 28.718919070708 "Temperate"
"3786" 35.40569241918 "Temperate"
"3787" 35.40569241918 "Temperate"
"3788" NA "Temperate"
"3789" 7.98564592658 "Temperate"
"3790" NA "Temperate"
"3791" 25.7482782168229 "Temperate"
"3792" 25.3905962093281 "Temperate"
"3793" 23.8167953763514 "Temperate"
"3794" 24.1387091830967 "Temperate"
"3795" 24.1387091830967 "Temperate"
"3796" 22.7866711947667 "Temperate"
"3797" 24.58938851254 "Temperate"
"3798" 25.3905962093281 "Temperate"
"3799" 28.2897030069168 "Temperate"
"3800" 35.40569241918 "Temperate"
"3801" 35.40569241918 "Temperate"
"3802" NA "Temperate"
"3803" NA "Temperate"
"3804" 26.6828666880187 "Temperate"
"3805" 25.671018903204 "Temperate"
"3806" 22.6806289996035 "Temperate"
"3807" 7.45829877407625 "Temperate"
"3808" 22.9253417576723 "Temperate"
"3809" 23.3875769673578 "Temperate"
"3810" 25.4907471714267 "Temperate"
"3811" 28.0309397555618 "Temperate"
"3812" 35.40569241918 "Temperate"
"3813" 26.3921058303133 "Temperate"
"3814" NA "Temperate"
"3815" 26.6828666880187 "Temperate"
"3816" 26.0454294230492 "Temperate"
"3817" 23.5753600212925 "Temperate"
"3818" 25.0054002012569 "Temperate"
"3819" 24.8898413988356 "Temperate"
"3820" 26.1345747849171 "Temperate"
"3821" 27.2934644892 "Temperate"
"3822" NA "Temperate"
"3823" 35.40569241918 "Trop"
"3824" 35.40569241918 "Trop"
"3825" 35.40569241918 "Trop"
"3826" NA "Trop"
"3827" 26.9554549921175 "Trop"
"3828" 27.0137324916145 "Trop"
"3829" 24.8245255539887 "Trop"
"3830" 24.2712619270506 "Trop"
"3831" 25.265407506705 "Trop"
"3832" 25.265407506705 "Trop"
"3833" NA "Trop"
"3834" NA "Trop"
"3835" 35.40569241918 "Trop"
"3836" NA "Trop"
"3837" 35.40569241918 "Trop"
"3838" 35.40569241918 "Trop"
"3839" 35.40569241918 "Trop"
"3840" 35.40569241918 "Trop"
"3841" 26.3921058303133 "Trop"
"3842" 27.0137324916145 "Trop"
"3843" 26.7140196370586 "Trop"
"3844" 24.3435634237527 "Trop"
"3845" 24.58938851254 "Trop"
"3846" 26.752649293868 "Trop"
"3847" 26.3921058303133 "Trop"
"3848" NA "Trop"
"3849" NA "Trop"
"3850" NA "Trop"
"3851" NA "Trop"
"3852" NA "Trop"
"3853" 35.40569241918 "Trop"
"3854" 35.40569241918 "Trop"
"3855" 35.40569241918 "Trop"
"3856" 26.6828666880187 "Trop"
"3857" 26.3921058303133 "Trop"
"3858" 27.0137324916145 "Trop"
"3859" 26.3921058303133 "Trop"
"3860" 24.8245255539887 "Trop"
"3861" 24.3435634237527 "Trop"
"3862" 25.8618948544976 "Trop"
"3863" 26.1104312494112 "Trop"
"3864" NA "Trop"
"3865" NA "Trop"
"3866" 32.6083724433248 "Trop"
"3867" 35.40569241918 "Trop"
"3868" NA "Trop"
"3869" 35.40569241918 "Trop"
"3870" 35.40569241918 "Trop"
"3871" 35.40569241918 "Trop"
"3872" NA "Trop"
"3873" NA "Trop"
"3874" 26.3921058303133 "Trop"
"3875" 26.6828666880187 "Trop"
"3876" 27.2934644892 "Trop"
"3877" 27.8004787348237 "Trop"
"3878" 27.5551492611348 "Trop"
"3879" 26.3921058303133 "Trop"
"3880" NA "Trop"
"3881" NA "Trop"
"3882" 35.40569241918 "Trop"
"3883" 35.40569241918 "Trop"
"3884" NA "Trop"
"3885" 35.40569241918 "Trop"
"3886" 35.40569241918 "Trop"
"3887" 35.40569241918 "Trop"
"3888" 35.40569241918 "Trop"
"3889" 27.9461724835662 "Trop"
"3890" NA "Trop"
"3891" 27.6797610572943 "Trop"
"3892" 27.8004787348237 "Trop"
"3893" 27.5551492611348 "Trop"
"3894" 27.4525277819447 "Trop"
"3895" 28.915910075196 "Trop"
"3896" NA "Trop"
"3897" NA "Trop"
"3898" 35.40569241918 "Trop"
"3899" NA "Trop"
"3900" NA "Trop"
"3901" NA "Trop"
"3902" 35.40569241918 "Trop"
"3903" NA "Trop"
"3904" 35.40569241918 "Trop"
"3905" 35.40569241918 "Trop"
"3906" 35.40569241918 "Trop"
"3907" 35.40569241918 "Trop"
"3908" 35.40569241918 "Trop"
"3909" 35.40569241918 "Trop"
"3910" 35.40569241918 "Trop"
"3911" NA "Trop"
"3912" NA "Trop"
"3913" NA "Trop"
"3914" 28.427431834251 "Trop"
"3915" 28.64550247753 "Trop"
"3916" 29.0431607093918 "Trop"
"3917" NA "Trop"
"3918" 29.456725270528 "Trop"
"3919" 29.3353177776984 "Trop"
"3920" 29.2088516393342 "Trop"
"3921" 35.40569241918 "Trop"
"3922" 35.40569241918 "Trop"
"3923" NA "Trop"
"3924" NA "Trop"
"3925" NA "Trop"
"3926" 29.0431607093918 "Trop"
"3927" NA "Trop"
"3928" NA "Trop"
"3929" 28.3235886707848 "Trop"
"3930" 29.0770039631672 "Trop"
"3931" 28.9394237793409 "Trop"
"3932" 35.40569241918 "Trop"
"3933" NA "Trop"
"3934" 29.99754046586 "Trop"
"3935" NA "Trop"
"3936" 28.150854433019 "Trop"
"3937" 28.64550247753 "Trop"
"3938" 29.5272663829626 "Trop"
"3939" 29.8746279214664 "Trop"
"3940" 29.6112438977657 "Trop"
"3941" 29.99754046586 "Trop"
"3942" 29.99754046586 "Trop"
"3943" 30.6337936368388 "Trop"
"3944" 9.15230579118 "Trop"
"3945" NA "Trop"
"3946" NA "Trop"
"3947" NA "Trop"
"3948" 28.2478442456682 "Trop"
"3949" 28.2478442456682 "Trop"
"3950" 28.0309397555618 "Trop"
"3951" 30.1294466110629 "Trop"
"3952" 30.7701336020486 "Trop"
"3953" 9.15230579118 "Trop"
"3954" NA "Trop"
"3955" NA "Trop"
"3956" NA "Trop"
"3957" 30.2550715112562 "Trop"
"3958" 30.7701336020486 "Trop"
"3959" 9.15230579118 "Trop"
"3960" NA "Trop"
"3961" NA "Trop"
"3962" NA "Trop"
"3963" 9.15230579118 "Trop"
"3964" NA "Trop"
"3965" NA "Trop"
"3966" 9.15230579118 "Trop"
"3967" NA "Trop"
"3968" 9.15230579118 "Trop"
"3969" 9.15230579118 "Trop"
"3970" 9.15230579118 "Trop"
"3971" 9.15230579118 "Trop"
"3972" 35.40569241918 "Trop"
"3973" 9.15230579118 "Trop"
"3974" 9.15230579118 "Trop"
"3975" 35.40569241918 "Trop"
"3976" NA "Trop"
"3977" NA "Trop"
"3978" NA "Trop"
"3979" 9.15230579118 "Trop"
"3980" NA "Trop"
"3981" NA "Trop"
"3982" NA "Trop"
"3983" 34.0758189880357 "Trop"
"3984" NA "Trop"
"3985" 33.9034279877022 "Trop"
"3986" NA "Trop"
"3987" NA "Trop"
"3988" NA "Trop"
"3989" 33.7156449337675 "Trop"
"3990" 33.9824945367274 "Trop"
"3991" 7.32101894857286 "Trop"
"3992" NA "Trop"
"3993" NA "Trop"
"3994" 34.0126146382483 "Trop"
"3995" NA "Trop"
"3996" NA "Trop"
"3997" 35.40569241918 "Trop"
"3998" NA "Trop"
"3999" NA "Trop"
"4000" NA "Trop"
"4001" NA "Trop"
"4002" NA "Trop"
"4003" 33.7156449337675 "Trop"
"4004" 33.8750833757875 "Trop"
"4005" 33.9570802888264 "Trop"
"4006" NA "Trop"
"4007" NA "Trop"
"4008" 34.1899154467305 "Trop"
"4009" 33.9520460390774 "Trop"
"4010" 33.8136035266867 "Trop"
"4011" 33.691135150341 "Trop"
"4012" 33.691135150341 "Trop"
"4013" 33.7747720902844 "Trop"
"4014" 33.9829746854626 "Trop"
"4015" 35.40569241918 "Trop"
"4016" NA "Trop"
"4017" 9.15230579118 "Trop"
"4018" 35.40569241918 "Trop"
"4019" 35.40569241918 "Trop"
"4020" 35.40569241918 "Trop"
"4021" 7.61819803542286 "Trop"
"4022" 7.51268241605778 "Trop"
"4023" 7.81851585903 "Trop"
"4024" 33.9520460390774 "Trop"
"4025" 33.7747720902844 "Trop"
"4026" 33.691135150341 "Trop"
"4027" 33.8506288497679 "Trop"
"4028" 33.9520460390774 "Trop"
"4029" 34.21162574981 "Trop"
"4030" 34.3442998241844 "Trop"
"4031" 34.3608840834813 "Trop"
"4032" 34.3442998241844 "Trop"
"4033" NA "Trop"
"4034" NA "Trop"
"4035" 9.15230579118 "Trop"
"4036" 35.40569241918 "Trop"
"4037" 8.390174622455 "Trop"
"4038" 35.40569241918 "Trop"
"4039" 35.40569241918 "Trop"
"4040" 8.343442115405 "Trop"
"4041" 8.05016534990273 "Trop"
"4042" 34.0126146382483 "Trop"
"4043" 33.9520460390774 "Trop"
"4044" 33.733999082062 "Trop"
"4045" 33.8859712036182 "Trop"
"4046" 34.3271805887813 "Trop"
"4047" 34.4365948324449 "Trop"
"4048" 34.0316978955214 "Trop"
"4049" 33.972812415936 "Trop"
"4050" 33.9929938244324 "Trop"
"4051" 33.9306688864288 "Trop"
"4052" 34.3271805887813 "Trop"
"4053" 35.40569241918 "Trop"
"4054" 35.40569241918 "Trop"
"4055" 35.40569241918 "Trop"
"4056" 8.32277488142583 "Trop"
"4057" 35.40569241918 "Trop"
"4058" 8.25722606495333 "Trop"
"4059" 8.25722606495333 "Trop"
"4060" 8.30845295761571 "Trop"
"4061" 33.8136035266867 "Trop"
"4062" 33.733999082062 "Trop"
"4063" 33.9520460390774 "Trop"
"4064" 33.8859712036182 "Trop"
"4065" 34.0126146382483 "Trop"
"4066" 35.40569241918 "Trop"
"4067" 35.40569241918 "Trop"
"4068" 33.972812415936 "Trop"
"4069" 34.0859345214553 "Trop"
"4070" 34.0126146382483 "Trop"
"4071" 33.9520460390774 "Trop"
"4072" 35.40569241918 "Trop"
"4073" 35.40569241918 "Trop"
"4074" NA "Trop"
"4075" NA "Trop"
"4076" NA "Trop"
"4077" 35.40569241918 "Trop"
"4078" 8.36220406026846 "Trop"
"4079" 34.0972685595058 "Trop"
"4080" 8.25722606495333 "Trop"
"4081" 8.13863816489538 "Trop"
"4082" 33.9829746854626 "Trop"
"4083" 33.733999082062 "Trop"
"4084" 33.8859712036182 "Trop"
"4085" 34.21162574981 "Trop"
"4086" 33.9306688864288 "Trop"
"4087" 35.40569241918 "Trop"
"4088" 35.40569241918 "Trop"
"4089" 35.40569241918 "Trop"
"4090" 35.40569241918 "Trop"
"4091" 35.40569241918 "Trop"
"4092" 33.9086536098206 "Trop"
"4093" 33.9306688864288 "Trop"
"4094" 33.8625908772249 "Trop"
"4095" 35.40569241918 "Trop"
"4096" 35.40569241918 "Trop"
"4097" 35.40569241918 "Trop"
"4098" 35.40569241918 "Trop"
"4099" 35.40569241918 "Trop"
"4100" NA "Trop"
"4101" NA "Trop"
"4102" 10.63526968821 "Trop"
"4103" 8.25599749260917 "Trop"
"4104" 8.54240748341571 "Trop"
"4105" 8.10899305582615 "Trop"
"4106" 34.2325742878691 "Trop"
"4107" 33.9197427861862 "Trop"
"4108" 33.9520460390774 "Trop"
"4109" 34.0945603900678 "Trop"
"4110" 33.6763544842303 "Trop"
"4111" 35.40569241918 "Trop"
"4112" 35.40569241918 "Trop"
"4113" 35.40569241918 "Trop"
"4114" 35.40569241918 "Trop"
"4115" 35.40569241918 "Trop"
"4116" 35.40569241918 "Trop"
"4117" 33.9520460390774 "Trop"
"4118" 33.9306688864288 "Trop"
"4119" 33.9086536098206 "Trop"
"4120" 33.9306688864288 "Trop"
"4121" 35.40569241918 "Trop"
"4122" 35.40569241918 "Trop"
"4123" 35.40569241918 "Trop"
"4124" 35.40569241918 "Trop"
"4125" 35.40569241918 "Trop"
"4126" 35.40569241918 "Trop"
"4127" NA "Trop"
"4128" 9.15230579118 "Trop"
"4129" 8.55186867764154 "Trop"
"4130" 8.51501153367 "Trop"
"4131" 6.75304769873 "Trop"
"4132" 34.3608840834813 "Trop"
"4133" 34.1899154467305 "Trop"
"4134" 34.0945603900678 "Trop"
"4135" 35.40569241918 "Trop"
"4136" 35.40569241918 "Trop"
"4137" 35.40569241918 "Trop"
"4138" 35.40569241918 "Trop"
"4139" 35.40569241918 "Trop"
"4140" 35.40569241918 "Trop"
"4141" 35.40569241918 "Trop"
"4142" 35.40569241918 "Trop"
"4143" 35.40569241918 "Trop"
"4144" 33.7614038908672 "Trop"
"4145" 33.7056652966871 "Trop"
"4146" 33.8625908772249 "Trop"
"4147" 33.8136035266867 "Trop"
"4148" 35.40569241918 "Trop"
"4149" 35.40569241918 "Trop"
"4150" 35.40569241918 "Trop"
"4151" 35.40569241918 "Trop"
"4152" 35.40569241918 "Trop"
"4153" 35.40569241918 "Trop"
"4154" 35.40569241918 "Trop"
"4155" 9.15230579118 "Trop"
"4156" 9.15230579118 "Trop"
"4157" 8.15794144863625 "Trop"
"4158" 34.4163963301581 "Trop"
"4159" 35.40569241918 "Trop"
"4160" 35.40569241918 "Trop"
"4161" 34.21162574981 "Trop"
"4162" 35.40569241918 "Trop"
"4163" 35.40569241918 "Trop"
"4164" 35.40569241918 "Trop"
"4165" 35.40569241918 "Trop"
"4166" 35.40569241918 "Trop"
"4167" 35.40569241918 "Trop"
"4168" 35.40569241918 "Trop"
"4169" 35.40569241918 "Trop"
"4170" 35.40569241918 "Trop"
"4171" 35.40569241918 "Trop"
"4172" 34.1899154467305 "Trop"
"4173" 34.1674010583518 "Trop"
"4174" 34.1899154467305 "Trop"
"4175" 34.1674010583518 "Trop"
"4176" 35.40569241918 "Trop"
"4177" 35.40569241918 "Trop"
"4178" 34.1674010583518 "Trop"
"4179" 34.1899154467305 "Trop"
"4180" 35.40569241918 "Trop"
"4181" 35.40569241918 "Trop"
"4182" 35.40569241918 "Trop"
"4183" NA "Trop"
"4184" 35.40569241918 "Trop"
"4185" 9.15230579118 "Trop"
"4186" 8.23320953283 "Trop"
"4187" 7.94669267384428 "Trop"
"4188" 35.40569241918 "Trop"
"4189" 35.40569241918 "Trop"
"4190" 35.40569241918 "Trop"
"4191" 35.40569241918 "Trop"
"4192" 35.40569241918 "Trop"
"4193" 35.40569241918 "Trop"
"4194" 35.40569241918 "Trop"
"4195" 35.40569241918 "Trop"
"4196" 35.40569241918 "Trop"
"4197" 35.40569241918 "Trop"
"4198" 35.40569241918 "Trop"
"4199" 35.40569241918 "Trop"
"4200" 35.40569241918 "Trop"
"4201" 35.40569241918 "Trop"
"4202" 34.0410447970429 "Trop"
"4203" 34.0410447970429 "Trop"
"4204" 35.40569241918 "Trop"
"4205" 35.40569241918 "Trop"
"4206" 35.40569241918 "Trop"
"4207" 35.40569241918 "Trop"
"4208" 34.1440370704117 "Trop"
"4209" 34.1197744675508 "Trop"
"4210" 35.40569241918 "Trop"
"4211" 35.40569241918 "Trop"
"4212" 34.2723410041847 "Trop"
"4213" 34.3271805887813 "Trop"
"4214" 9.15230579118 "Trop"
"4215" 7.80543671663714 "Trop"
"4216" 7.76456191836421 "Trop"
"4217" 35.40569241918 "Trop"
"4218" 35.40569241918 "Trop"
"4219" 35.40569241918 "Trop"
"4220" 35.40569241918 "Trop"
"4221" 35.40569241918 "Trop"
"4222" 35.40569241918 "Trop"
"4223" 35.40569241918 "Trop"
"4224" 35.40569241918 "Trop"
"4225" 35.40569241918 "Trop"
"4226" 35.40569241918 "Trop"
"4227" 35.40569241918 "Trop"
"4228" 35.40569241918 "Trop"
"4229" 35.40569241918 "Trop"
"4230" 35.40569241918 "Trop"
"4231" 35.40569241918 "Trop"
"4232" 35.40569241918 "Trop"
"4233" 35.40569241918 "Trop"
"4234" 35.40569241918 "Trop"
"4235" 35.40569241918 "Trop"
"4236" 35.40569241918 "Trop"
"4237" 35.40569241918 "Trop"
"4238" 34.0410447970429 "Trop"
"4239" 35.40569241918 "Trop"
"4240" 35.40569241918 "Trop"
"4241" 35.40569241918 "Trop"
"4242" 34.3271805887813 "Trop"
"4243" 34.3095000669715 "Trop"
"4244" NA "Trop"
"4245" NA "Trop"
"4246" NA "Trop"
"4247" 7.71387440886 "Trop"
"4248" 7.76456191836421 "Trop"
"4249" 35.40569241918 "Trop"
"4250" 35.40569241918 "Trop"
"4251" 35.40569241918 "Trop"
"4252" 35.40569241918 "Trop"
"4253" 35.40569241918 "Trop"
"4254" 35.40569241918 "Trop"
"4255" 35.40569241918 "Trop"
"4256" 35.40569241918 "Trop"
"4257" 35.40569241918 "Trop"
"4258" 35.40569241918 "Trop"
"4259" 35.40569241918 "Trop"
"4260" 35.40569241918 "Trop"
"4261" 35.40569241918 "Trop"
"4262" 35.40569241918 "Trop"
"4263" 35.40569241918 "Trop"
"4264" 35.40569241918 "Trop"
"4265" 35.40569241918 "Trop"
"4266" 35.40569241918 "Trop"
"4267" 35.40569241918 "Trop"
"4268" 35.40569241918 "Trop"
"4269" 35.40569241918 "Trop"
"4270" 35.40569241918 "Trop"
"4271" 35.40569241918 "Trop"
"4272" 35.40569241918 "Trop"
"4273" 35.40569241918 "Trop"
"4274" 35.40569241918 "Trop"
"4275" 35.40569241918 "Trop"
"4276" 35.40569241918 "Trop"
"4277" NA "Trop"
"4278" NA "Trop"
"4279" NA "Trop"
"4280" 34.4041827981948 "Trop"
"4281" NA "Trop"
"4282" 7.78562994292762 "Trop"
"4283" 35.40569241918 "Trop"
"4284" 35.40569241918 "Trop"
