"idade_local" "biome"
"5051" 34.3095000669715 "Trop"
"5052" 34.8991186806594 "Trop"
"5053" 34.928065751432 "Trop"
"5054" 34.928065751432 "Trop"
"5055" 35.40569241918 "Trop"
"5056" NA "Trop"
"5057" 6.90088294358 "Trop"
"5058" 7.09433006986 "Trop"
"5059" 7.40552277911571 "Trop"
"5060" 7.1784399859 "Trop"
"5061" 7.41871064923882 "Trop"
"5062" 5.81308580668 "Trop"
"5063" 34.5902322547322 "Trop"
"5064" 34.4769738985589 "Trop"
"5065" 34.5258538206968 "Trop"
"5066" 34.5484137847605 "Trop"
"5067" 34.6096479729333 "Trop"
"5068" 35.40569241918 "Trop"
"5069" 34.7627334433654 "Trop"
"5070" 34.7978039329553 "Trop"
"5071" 34.8292464408635 "Trop"
"5072" 34.8575962430757 "Trop"
"5073" 34.8575962430757 "Trop"
"5074" 34.3271805887813 "Trop"
"5075" 34.3608840834813 "Trop"
"5076" 34.4076665462737 "Trop"
"5077" 34.3769580578766 "Trop"
"5078" 34.3608840834813 "Trop"
"5079" 34.4076665462737 "Trop"
"5080" 34.4223433973459 "Trop"
"5081" 34.9476942446271 "Trop"
"5082" 34.9538834091481 "Trop"
"5083" 34.9538834091481 "Trop"
"5084" 35.40569241918 "Trop"
"5085" NA "Trop"
"5086" 6.90088294358 "Trop"
"5087" 7.09433006986 "Trop"
"5088" 7.32932749401571 "Trop"
"5089" 7.1784399859 "Trop"
"5090" 7.41871064923882 "Trop"
"5091" 34.7233686081114 "Trop"
"5092" 34.5484137847605 "Trop"
"5093" 34.5258538206968 "Trop"
"5094" 34.5258538206968 "Trop"
"5095" 34.5484137847605 "Trop"
"5096" 34.5902322547322 "Trop"
"5097" 34.7748647447958 "Trop"
"5098" 34.808659084495 "Trop"
"5099" 34.8749961216822 "Trop"
"5100" 34.8484613068073 "Trop"
"5101" 35.40569241918 "Trop"
"5102" 35.40569241918 "Trop"
"5103" 34.8749961216822 "Trop"
"5104" 34.8749961216822 "Trop"
"5105" 34.8913252385283 "Trop"
"5106" 34.8991186806594 "Trop"
"5107" 34.4223433973459 "Trop"
"5108" 34.5372802960018 "Trop"
"5109" 34.9476942446271 "Trop"
"5110" 9.15230579118 "Trop"
"5111" 9.15230579118 "Trop"
"5112" 9.15230579118 "Trop"
"5113" NA "Trop"
"5114" 6.90088294358 "Trop"
"5115" 7.747214121055 "Trop"
"5116" 7.02381466799923 "Trop"
"5117" 7.1784399859 "Trop"
"5118" 7.30608377579875 "Trop"
"5119" 34.7091535287142 "Trop"
"5120" 34.5258538206968 "Trop"
"5121" 34.5020743991162 "Trop"
"5122" 34.5258538206968 "Trop"
"5123" 34.5902322547322 "Trop"
"5124" 34.5902322547322 "Trop"
"5125" 34.7627334433654 "Trop"
"5126" 34.8390167116824 "Trop"
"5127" 34.9211436258125 "Trop"
"5128" 34.9066794827269 "Trop"
"5129" 35.40569241918 "Trop"
"5130" 35.40569241918 "Trop"
"5131" 35.40569241918 "Trop"
"5132" 34.8390167116824 "Trop"
"5133" 34.8913252385283 "Trop"
"5134" 34.9211436258125 "Trop"
"5135" 34.928065751432 "Trop"
"5136" 9.15230579118 "Trop"
"5137" 9.15230579118 "Trop"
"5138" NA "Trop"
"5139" NA "Trop"
"5140" 8.83535420638 "Trop"
"5141" 7.44930309341333 "Trop"
"5142" 7.02381466799923 "Trop"
"5143" 7.1784399859 "Trop"
"5144" 34.7865467387659 "Trop"
"5145" 34.6627176026831 "Trop"
"5146" 34.5258538206968 "Trop"
"5147" 34.450439083684 "Trop"
"5148" 34.5020743991162 "Trop"
"5149" 34.5258538206968 "Trop"
"5150" 34.569845750621 "Trop"
"5151" 34.7501264046239 "Trop"
"5152" 34.8913252385283 "Trop"
"5153" 35.40569241918 "Trop"
"5154" 35.40569241918 "Trop"
"5155" 35.40569241918 "Trop"
"5156" 35.40569241918 "Trop"
"5157" 35.40569241918 "Trop"
"5158" 34.8292464408635 "Trop"
"5159" 34.8832882513306 "Trop"
"5160" 9.15230579118 "Trop"
"5161" 9.15230579118 "Trop"
"5162" NA "Trop"
"5163" NA "Trop"
"5164" NA "Trop"
"5165" 7.13408687243 "Trop"
"5166" 7.21347928537231 "Trop"
"5167" 7.20413241376 "Trop"
"5168" 34.7501264046239 "Trop"
"5169" 34.5902322547322 "Trop"
"5170" 34.4769738985589 "Trop"
"5171" 34.450439083684 "Trop"
"5172" 34.5020743991162 "Trop"
"5173" 34.5258538206968 "Trop"
"5174" 35.40569241918 "Trop"
"5175" 35.40569241918 "Trop"
"5176" 34.8913252385283 "Trop"
"5177" 34.9066794827269 "Trop"
"5178" 35.40569241918 "Trop"
"5179" 35.40569241918 "Trop"
"5180" 35.40569241918 "Trop"
"5181" 35.40569241918 "Trop"
"5182" 35.40569241918 "Trop"
"5183" 34.8575962430757 "Trop"
"5184" 9.15230579118 "Trop"
"5185" NA "Trop"
"5186" NA "Trop"
"5187" NA "Trop"
"5188" 7.13408687243 "Trop"
"5189" 7.29553574624923 "Trop"
"5190" 7.20413241376 "Trop"
"5191" 34.7501264046239 "Trop"
"5192" 34.5484137847605 "Trop"
"5193" 34.5258538206968 "Trop"
"5194" 34.5020743991162 "Trop"
"5195" 34.5020743991162 "Trop"
"5196" 34.5902322547322 "Trop"
"5197" 35.40569241918 "Trop"
"5198" 35.40569241918 "Trop"
"5199" 34.8575962430757 "Trop"
"5200" 35.40569241918 "Trop"
"5201" 35.40569241918 "Trop"
"5202" 35.40569241918 "Trop"
"5203" 35.40569241918 "Trop"
"5204" 35.40569241918 "Trop"
"5205" 35.40569241918 "Trop"
"5206" 35.40569241918 "Trop"
"5207" 9.15230579118 "Trop"
"5208" NA "Trop"
"5209" NA "Trop"
"5210" 7.834472207295 "Trop"
"5211" 7.13408687243 "Trop"
"5212" 7.16721754123833 "Trop"
"5213" 7.16721754123833 "Trop"
"5214" 34.6458318113991 "Trop"
"5215" 34.5258538206968 "Trop"
"5216" 34.5258538206968 "Trop"
"5217" 34.5020743991162 "Trop"
"5218" 34.5484137847605 "Trop"
"5219" 35.40569241918 "Trop"
"5220" 35.40569241918 "Trop"
"5221" 34.7233686081114 "Trop"
"5222" 35.40569241918 "Trop"
"5223" 35.40569241918 "Trop"
"5224" 34.7501264046239 "Trop"
"5225" 34.7370150843328 "Trop"
"5226" 34.6943335523213 "Trop"
"5227" 34.6458318113991 "Trop"
"5228" 35.40569241918 "Trop"
"5229" 35.40569241918 "Trop"
"5230" NA "Trop"
"5231" NA "Trop"
"5232" NA "Trop"
"5233" 7.834472207295 "Trop"
"5234" 8.14961057319818 "Trop"
"5235" 7.80694336100727 "Trop"
"5236" 7.57840761759111 "Trop"
"5237" 34.5484137847605 "Trop"
"5238" 34.5020743991162 "Trop"
"5239" 34.5258538206968 "Trop"
"5240" 34.5258538206968 "Trop"
"5241" 34.5258538206968 "Trop"
"5242" 35.40569241918 "Trop"
"5243" 35.40569241918 "Trop"
"5244" 35.40569241918 "Trop"
"5245" 35.40569241918 "Trop"
"5246" 35.40569241918 "Trop"
"5247" 34.628160634474 "Trop"
"5248" 34.5902322547322 "Trop"
"5249" 34.5902322547322 "Trop"
"5250" 35.40569241918 "Trop"
"5251" 35.40569241918 "Trop"
"5252" 35.40569241918 "Trop"
"5253" NA "Trop"
"5254" NA "Trop"
"5255" 7.92546147993909 "Trop"
"5256" 7.89264426478833 "Trop"
"5257" 7.70410227647 "Trop"
"5258" 34.3925449421388 "Trop"
"5259" 34.5258538206968 "Trop"
"5260" 8.69480432873555 "Trop"
"5261" 8.68653668887412 "Trop"
"5262" 8.68653668887412 "Trop"
"5263" 8.55561355059875 "Trop"
"5264" 35.40569241918 "Trop"
"5265" 9.02451839161333 "Trop"
"5266" 35.40569241918 "Trop"
"5267" 35.40569241918 "Trop"
"5268" 34.5902322547322 "Trop"
"5269" 34.5258538206968 "Trop"
"5270" 34.5258538206968 "Trop"
"5271" 34.5484137847605 "Trop"
"5272" 34.5902322547322 "Trop"
"5273" 34.6458318113991 "Trop"
"5274" NA "Trop"
"5275" NA "Trop"
"5276" 8.3641867896175 "Trop"
"5277" 7.58279426774818 "Trop"
"5278" 7.11308429076125 "Trop"
"5279" 34.2912301944347 "Trop"
"5280" 34.3271805887813 "Trop"
"5281" 8.31729046592737 "Trop"
"5282" 8.69480432873555 "Trop"
"5283" 8.79852402283625 "Trop"
"5284" 8.68653668887412 "Trop"
"5285" 35.40569241918 "Trop"
"5286" 35.40569241918 "Trop"
"5287" 8.51526932591571 "Trop"
"5288" 8.63992547825692 "Trop"
"5289" 34.3271805887813 "Trop"
"5290" 34.2912301944347 "Trop"
"5291" 34.2912301944347 "Trop"
"5292" 34.2912301944347 "Trop"
"5293" 34.2912301944347 "Trop"
"5294" 34.3608840834813 "Trop"
"5295" NA "Trop"
"5296" NA "Trop"
"5297" 8.3641867896175 "Trop"
"5298" 7.03048761184666 "Trop"
"5299" 6.51481144198 "Trop"
"5300" 34.1674010583518 "Trop"
"5301" 34.3608840834813 "Trop"
"5302" 8.31729046592737 "Trop"
"5303" 8.58699239201889 "Trop"
"5304" 8.68653668887412 "Trop"
"5305" 8.4579150679447 "Trop"
"5306" 35.40569241918 "Trop"
"5307" 35.40569241918 "Trop"
"5308" 8.31270307836125 "Trop"
"5309" 8.40723399388667 "Trop"
"5310" 34.3271805887813 "Trop"
"5311" 34.3608840834813 "Trop"
"5312" 34.2528004625469 "Trop"
"5313" 34.21162574981 "Trop"
"5314" 34.3271805887813 "Trop"
"5315" NA "Trop"
"5316" NA "Trop"
"5317" NA "Trop"
"5318" 6.80487928753 "Trop"
"5319" 7.6602194165 "Trop"
"5320" 7.62870751504923 "Trop"
"5321" 7.85528738429875 "Trop"
"5322" 8.246162909905 "Trop"
"5323" 8.68653668887412 "Trop"
"5324" 8.68653668887412 "Trop"
"5325" 8.31270307836125 "Trop"
"5326" 35.40569241918 "Trop"
"5327" 35.40569241918 "Trop"
"5328" 35.40569241918 "Trop"
"5329" 8.22929344701529 "Trop"
"5330" 34.3608840834813 "Trop"
"5331" 34.3608840834813 "Trop"
"5332" 34.3271805887813 "Trop"
"5333" 34.1197744675508 "Trop"
"5334" 34.1674010583518 "Trop"
"5335" NA "Trop"
"5336" NA "Trop"
"5337" 7.58790820471 "Trop"
"5338" 7.27658326143 "Trop"
"5339" 7.6602194165 "Trop"
"5340" 7.62870751504923 "Trop"
"5341" 8.34095874319538 "Trop"
"5342" 8.55561355059875 "Trop"
"5343" 8.55561355059875 "Trop"
"5344" 8.40723399388667 "Trop"
"5345" 8.40723399388667 "Trop"
"5346" 8.31270307836125 "Trop"
"5347" 35.40569241918 "Trop"
"5348" 35.40569241918 "Trop"
"5349" 34.450439083684 "Trop"
"5350" 34.3608840834813 "Trop"
"5351" 34.3925449421388 "Trop"
"5352" 34.3608840834813 "Trop"
"5353" 34.1197744675508 "Trop"
"5354" NA "Trop"
"5355" NA "Trop"
"5356" 7.58790820471 "Trop"
"5357" 7.27658326143 "Trop"
"5358" 7.6602194165 "Trop"
"5359" 8.04199200813384 "Trop"
"5360" 8.34095874319538 "Trop"
"5361" 8.40723399388667 "Trop"
"5362" 8.23765735764428 "Trop"
"5363" 8.23765735764428 "Trop"
"5364" 8.40723399388667 "Trop"
"5365" 8.31270307836125 "Trop"
"5366" 8.31270307836125 "Trop"
"5367" 8.22929344701529 "Trop"
"5368" 8.14812949016667 "Trop"
"5369" 8.14812949016667 "Trop"
"5370" 34.3608840834813 "Trop"
"5371" 34.3608840834813 "Trop"
"5372" NA "Trop"
"5373" NA "Trop"
"5374" NA "Trop"
"5375" 7.58790820471 "Trop"
"5376" 7.27658326143 "Trop"
"5377" 8.09866073658 "Trop"
"5378" 8.04199200813384 "Trop"
"5379" 8.14812949016667 "Trop"
"5380" 8.31270307836125 "Trop"
"5381" 8.04199200813384 "Trop"
"5382" 8.04199200813384 "Trop"
"5383" 8.04199200813384 "Trop"
"5384" 7.96004538937286 "Trop"
"5385" 8.14812949016667 "Trop"
"5386" 7.88902498644666 "Trop"
"5387" 7.96004538937286 "Trop"
"5388" NA "Trop"
"5389" NA "Trop"
"5390" 7.58790820471 "Trop"
"5391" 7.2109742713 "Trop"
"5392" 7.6602194165 "Trop"
"5393" 8.09866073658 "Trop"
"5394" 8.04199200813384 "Trop"
"5395" 8.14812949016667 "Trop"
"5396" 8.14812949016667 "Trop"
"5397" 8.14812949016667 "Trop"
"5398" 8.04199200813384 "Trop"
"5399" 8.04199200813384 "Trop"
"5400" 7.96004538937286 "Trop"
"5401" 7.74302527307231 "Trop"
"5402" 7.81371576703833 "Trop"
"5403" 7.96004538937286 "Trop"
"5404" 7.96004538937286 "Trop"
"5405" 5.26525000538 "Trop"
"5406" NA "Trop"
"5407" NA "Trop"
"5408" 6.03685138475273 "Trop"
"5409" 6.77590845573714 "Trop"
"5410" 8.09866073658 "Trop"
"5411" 8.09866073658 "Trop"
"5412" 7.96004538937286 "Trop"
"5413" 7.96004538937286 "Trop"
"5414" 8.14812949016667 "Trop"
"5415" 8.14812949016667 "Trop"
"5416" 7.96004538937286 "Trop"
"5417" 7.96004538937286 "Trop"
"5418" 7.81371576703833 "Trop"
"5419" 7.89725907808909 "Trop"
"5420" 7.89725907808909 "Trop"
"5421" 7.96004538937286 "Trop"
"5422" NA "Trop"
"5423" NA "Trop"
"5424" 6.43222267779667 "Trop"
"5425" 6.46780088300308 "Trop"
"5426" 8.09866073658 "Trop"
"5427" 8.01839931050666 "Trop"
"5428" 7.74302527307231 "Trop"
"5429" 7.74302527307231 "Trop"
"5430" 7.96004538937286 "Trop"
"5431" 8.14812949016667 "Trop"
"5432" 8.14812949016667 "Trop"
"5433" 7.96004538937286 "Trop"
"5434" 7.89725907808909 "Trop"
"5435" 7.89725907808909 "Trop"
"5436" NA "Trop"
"5437" NA "Trop"
"5438" 6.46780088300308 "Trop"
"5439" 6.46780088300308 "Trop"
"5440" 7.59333660423385 "Trop"
"5441" 7.82104876830857 "Trop"
"5442" 7.74302527307231 "Trop"
"5443" 7.74302527307231 "Trop"
"5444" 7.48983513738833 "Trop"
"5445" 7.48983513738833 "Trop"
"5446" 7.48983513738833 "Trop"
"5447" 5.26525000538 "Trop"
"5448" 6.45528473904667 "Trop"
"5449" 7.40731252598 "Trop"
"5450" 6.49829648746571 "Trop"
"5451" 6.49829648746571 "Trop"
"5452" 7.32767241281333 "Trop"
"5453" 7.59333660423385 "Trop"
"5454" 7.48983513738833 "Trop"
"5455" 7.48983513738833 "Trop"
"5456" 7.48983513738833 "Trop"
"5457" 7.48983513738833 "Trop"
"5458" 7.48983513738833 "Trop"
"5459" 5.26525000538 "Trop"
"5460" 6.45528473904667 "Trop"
"5461" 5.630013352405 "Trop"
"5462" 6.46780088300308 "Trop"
"5463" 6.46780088300308 "Trop"
"5464" 7.36702996438909 "Trop"
"5465" 7.59333660423385 "Trop"
"5466" 7.48983513738833 "Trop"
"5467" 7.48983513738833 "Trop"
"5468" 5.26525000538 "Trop"
"5469" 7.05030210588 "Trop"
"5470" 5.44933821053714 "Trop"
"5471" 6.48833242969 "Trop"
"5472" 6.879947545305 "Trop"
"5473" 7.36702996438909 "Trop"
"5474" 7.36702996438909 "Trop"
"5475" 7.54393475483454 "Trop"
"5476" 7.54393475483454 "Trop"
"5477" 7.54393475483454 "Trop"
"5478" 7.40731252598 "Trop"
"5479" 5.630013352405 "Trop"
"5480" 6.48833242969 "Trop"
"5481" 6.879947545305 "Trop"
"5482" 7.36702996438909 "Trop"
"5483" 7.36702996438909 "Trop"
"5484" 7.22019754019 "Trop"
"5485" 7.22019754019 "Trop"
"5486" 5.26525000538 "Trop"
"5487" 7.40731252598 "Trop"
"5488" 5.44933821053714 "Trop"
"5489" 6.48833242969 "Trop"
"5490" 6.52527851294364 "Trop"
"5491" 7.0256022707 "Trop"
"5492" 7.36702996438909 "Trop"
"5493" 7.22019754019 "Trop"
"5494" 7.22019754019 "Trop"
"5495" 5.26525000538 "Trop"
"5496" 5.22330824663 "Trop"
"5497" 5.20843802138 "Trop"
"5498" 5.44933821053714 "Trop"
"5499" 6.48833242969 "Trop"
"5500" 6.52527851294364 "Trop"
"5501" 6.52527851294364 "Trop"
"5502" 6.52527851294364 "Trop"
"5503" 5.26525000538 "Trop"
"5504" NA "Trop"
"5505" NA "Trop"
"5506" 5.44933821053714 "Trop"
"5507" 6.48833242969 "Trop"
"5508" 6.48833242969 "Trop"
"5509" 6.48833242969 "Trop"
"5510" 6.48833242969 "Trop"
"5511" 6.22755223228 "Trop"
"5512" 5.26525000538 "Trop"
"5513" NA "Trop"
"5514" 5.20843802138 "Trop"
"5515" 5.44933821053714 "Trop"
"5516" 6.48833242969 "Trop"
"5517" 6.44317610571333 "Trop"
"5518" 6.44317610571333 "Trop"
"5519" 6.14415384313 "Trop"
"5520" 5.17210751612286 "Trop"
"5521" 5.26525000538 "Trop"
"5522" NA "Trop"
"5523" NA "Trop"
"5524" 5.44933821053714 "Trop"
"5525" 6.48833242969 "Trop"
"5526" 6.44317610571333 "Trop"
"5527" 6.44317610571333 "Trop"
"5528" 6.14415384313 "Trop"
"5529" 5.26525000538 "Trop"
"5530" NA "Trop"
"5531" NA "Trop"
"5532" 5.44933821053714 "Trop"
"5533" 6.48833242969 "Trop"
"5534" 6.44317610571333 "Trop"
"5535" 6.44317610571333 "Trop"
"5536" 5.17210751612286 "Trop"
"5537" 5.26525000538 "Trop"
"5538" NA "Trop"
"5539" NA "Trop"
"5540" 5.44933821053714 "Trop"
"5541" 5.630013352405 "Trop"
"5542" 5.44933821053714 "Trop"
"5543" 5.22330824663 "Trop"
"5544" 5.20843802138 "Trop"
"5545" 5.44933821053714 "Trop"
"5546" 5.44933821053714 "Trop"
"5547" 4.88500221123 "Trop"
"5548" 4.88500221123 "Trop"
"5549" 1.52204093538 "Trop"
"5550" 1.60859336988 "Trop"
"5551" 5.22330824663 "Trop"
"5552" 5.26525000538 "Trop"
"5553" 7.05030210588 "Trop"
"5554" 4.88500221123 "Trop"
"5555" 4.88500221123 "Trop"
"5556" 4.88500221123 "Trop"
"5557" NA "Trop"
"5558" 5.26525000538 "Trop"
"5559" 5.26525000538 "Trop"
"5560" 4.88500221123 "Trop"
"5561" 4.88500221123 "Trop"
"5562" 4.48305478438 "Trop"
"5563" NA "Trop"
"5564" NA "Trop"
"5565" NA "Trop"
"5566" 5.26525000538 "Trop"
"5567" 5.26525000538 "Trop"
