"","mean_age","NRI","local","coords.LON","coords.LAT"
"1365",1e-05,3.819126564946,"temperate",-138.716552734375,66.1235961902865
"1366",1e-05,3.819126564946,"temperate",-137.716552734375,66.1235961902865
"1367",1e-05,3.819126564946,"temperate",-136.716552734375,66.1235961902866
"1368",1e-05,3.819126564946,"temperate",-135.716552734375,66.1235961902865
"1369",1e-05,3.819126564946,"temperate",-134.716552734375,66.1235961902866
"1370",1e-05,3.819126564946,"temperate",-133.716552734375,66.1235961902866
"1371",1e-05,3.819126564946,"temperate",-132.716552734375,66.1235961902865
"1372",1e-05,3.819126564946,"temperate",-131.716552734375,66.1235961902866
"1373",1e-05,2.26163171514746,"temperate",-130.716552734375,66.1235961902866
"1374",1e-05,0,"temperate",-129.716552734375,66.1235961902866
"1375",1e-05,0,"temperate",-128.716552734375,66.1235961902866
"1376",1e-05,0,"temperate",-127.716552734375,66.1235961902866
"1377",1e-05,0,"temperate",-126.716552734375,66.1235961902866
"1378",1e-05,0,"temperate",-125.716552734375,66.1235961902866
"1379",1e-05,0,"temperate",-124.716552734375,66.1235961902865
"1380",1e-05,0,"temperate",-123.716552734375,66.1235961902866
"1381",1e-05,0,"temperate",-122.716552734375,66.1235961902865
"1382",1e-05,0,"temperate",-121.716552734375,66.1235961902866
"1383",1e-05,0,"temperate",-120.716552734375,66.1235961902866
"1384",1e-05,0,"temperate",-119.716552734375,66.1235961902866
"1385",1e-05,0,"temperate",-118.716552734375,66.1235961902866
"1386",1e-05,0,"temperate",-117.716552734375,66.1235961902866
"1387",1e-05,0,"temperate",-116.716552734375,66.1235961902866
"1450",1e-05,0,"temperate",-166.68804547246,65.4905401052546
"1451",1e-05,0,"temperate",-165.713167384312,65.1226621765586
"1452",1e-05,0,"temperate",-164.716552734375,65.1235961902358
"1453",1e-05,0,"temperate",-163.717177945893,65.1244616955414
"1454",1e-05,0,"temperate",-162.715851376941,65.125891545297
"1455",1e-05,0,"temperate",-161.732527702261,65.1928992949513
"1456",1e-05,2.50440757938002,"temperate",-160.680829037965,65.1649246331838
"1457",1e-05,2.50440757938002,"temperate",-159.716552734375,65.1235961902358
"1458",1e-05,3.819126564946,"temperate",-158.716552734375,65.1235961902358
"1459",1e-05,3.819126564946,"temperate",-157.716552734375,65.1235961902358
"1460",1e-05,3.819126564946,"temperate",-156.716552734375,65.1235961902358
"1461",1e-05,5.16250727024299,"temperate",-155.716552734375,65.1235961902358
"1462",1e-05,5.16250727024299,"temperate",-154.716552734375,65.1235961902358
"1463",1e-05,5.16250727024299,"temperate",-153.716552734375,65.1235961902358
"1464",1e-05,5.16250727024299,"temperate",-152.716552734375,65.1235961902358
"1465",1e-05,5.16250727024299,"temperate",-151.716552734375,65.1235961902358
"1466",1e-05,5.80684348599053,"temperate",-150.716552734375,65.1235961902358
"1467",1e-05,5.80684348599053,"temperate",-149.716552734375,65.1235961902358
"1468",1e-05,5.80684348599053,"temperate",-148.716552734375,65.1235961902358
"1469",1e-05,5.80684348599053,"temperate",-147.716552734375,65.1235961902358
"1470",1e-05,5.80684348599053,"temperate",-146.716552734375,65.1235961902358
"1471",1e-05,5.80684348599053,"temperate",-145.716552734375,65.1235961902358
"1472",1e-05,5.80684348599053,"temperate",-144.716552734375,65.1235961902358
"1473",1e-05,5.80684348599053,"temperate",-143.716552734375,65.1235961902358
"1474",1e-05,5.80684348599053,"temperate",-142.716552734375,65.1235961902358
"1475",1e-05,5.80684348599053,"temperate",-141.716552734375,65.1235961902358
"1476",1e-05,5.80684348599053,"temperate",-140.716552734375,65.1235961902358
"1477",1e-05,5.80684348599053,"temperate",-139.716552734375,65.1235961902358
"1478",1e-05,5.80684348599053,"temperate",-138.716552734375,65.1235961902358
"1479",1e-05,4.75741355199983,"temperate",-137.716552734375,65.1235961902358
"1480",1e-05,3.819126564946,"temperate",-136.716552734375,65.1235961902358
"1481",1e-05,3.819126564946,"temperate",-135.716552734375,65.1235961902358
"1482",1e-05,3.819126564946,"temperate",-134.716552734375,65.1235961902359
"1483",1e-05,3.819126564946,"temperate",-133.716552734375,65.1235961902358
"1484",1e-05,3.819126564946,"temperate",-132.716552734375,65.1235961902358
"1485",1e-05,3.819126564946,"temperate",-131.716552734375,65.1235961902359
"1486",1e-05,3.819126564946,"temperate",-130.716552734375,65.1235961902358
"1487",1e-05,4.90438743283929,"temperate",-129.716552734375,65.1235961902358
"1488",1e-05,4.90438743283929,"temperate",-128.716552734375,65.1235961902358
"1489",1e-05,4.90438743283929,"temperate",-127.716552734375,65.1235961902358
"1490",1e-05,5.39738666639276,"temperate",-126.716552734375,65.1235961902358
"1491",1e-05,3.32295219968152,"temperate",-125.716552734375,65.1235961902358
"1492",1e-05,2.53049489971305,"temperate",-124.716552734375,65.1235961902358
"1493",1e-05,3.50834524297935,"temperate",-123.716552734375,65.1235961902358
"1494",1e-05,3.50834524297935,"temperate",-122.716552734375,65.1235961902359
"1495",1e-05,3.50834524297935,"temperate",-121.716552734375,65.1235961902358
"1496",1e-05,3.50834524297935,"temperate",-120.716552734375,65.1235961902358
"1497",1e-05,3.50834524297935,"temperate",-119.716552734375,65.1235961902358
"1498",1e-05,3.50834524297935,"temperate",-118.716552734375,65.1235961902358
"1499",1e-05,3.50834524297935,"temperate",-117.716552734375,65.1235961902358
"1500",1e-05,3.50834524297935,"temperate",-116.716552734375,65.1235961902358
"1501",1e-05,0,"temperate",-115.716552734375,65.1235961902358
"1502",1e-05,0,"temperate",-114.716552734375,65.1235961902358
"1559",1e-05,2.50440757938002,"temperate",-160.596848583338,64.1612481770046
"1560",1e-05,2.50440757938002,"temperate",-159.716552734375,64.1235961901814
"1561",1e-05,2.50440757938002,"temperate",-158.716552734375,64.1235961901814
"1562",1e-05,3.819126564946,"temperate",-157.716552734375,64.1235961901814
"1563",1e-05,3.819126564946,"temperate",-156.716552734375,64.1235961901815
"1564",1e-05,3.819126564946,"temperate",-155.716552734375,64.1235961901814
"1565",1e-05,3.819126564946,"temperate",-154.716552734375,64.1235961901814
"1566",1e-05,3.819126564946,"temperate",-153.716552734375,64.1235961901814
"1567",1e-05,3.819126564946,"temperate",-152.716552734375,64.1235961901814
"1568",1e-05,3.819126564946,"temperate",-151.716552734375,64.1235961901814
"1569",1e-05,5.16250727024299,"temperate",-150.716552734375,64.1235961901814
"1570",1e-05,5.16250727024299,"temperate",-149.716552734375,64.1235961901814
"1571",1e-05,5.80684348599053,"temperate",-148.716552734375,64.1235961901814
"1572",1e-05,5.80684348599053,"temperate",-147.716552734375,64.1235961901814
"1573",1e-05,5.80684348599053,"temperate",-146.716552734375,64.1235961901814
"1574",1e-05,5.80684348599053,"temperate",-145.716552734375,64.1235961901814
"1575",1e-05,5.80684348599053,"temperate",-144.716552734375,64.1235961901814
"1576",1e-05,5.80684348599053,"temperate",-143.716552734375,64.1235961901815
"1577",1e-05,5.80684348599053,"temperate",-142.716552734375,64.1235961901815
"1578",1e-05,5.80684348599053,"temperate",-141.716552734375,64.1235961901814
"1579",1e-05,5.80684348599053,"temperate",-140.716552734375,64.1235961901814
"1580",1e-05,5.80684348599053,"temperate",-139.716552734375,64.1235961901814
"1581",1e-05,5.80684348599053,"temperate",-138.716552734375,64.1235961901814
"1582",1e-05,5.80684348599053,"temperate",-137.716552734375,64.1235961901815
"1583",1e-05,4.75741355199983,"temperate",-136.716552734375,64.1235961901814
"1584",1e-05,4.75741355199983,"temperate",-135.716552734375,64.1235961901815
"1585",1e-05,3.819126564946,"temperate",-134.716552734375,64.1235961901814
"1586",1e-05,3.819126564946,"temperate",-133.716552734375,64.1235961901814
"1587",1e-05,3.819126564946,"temperate",-132.716552734375,64.1235961901814
"1588",1e-05,4.63531757036443,"temperate",-131.716552734375,64.1235961901814
"1589",1e-05,5.32885612594489,"temperate",-130.716552734375,64.1235961901814
"1590",1e-05,5.32885612594489,"temperate",-129.716552734375,64.1235961901814
"1591",1e-05,5.32885612594489,"temperate",-128.716552734375,64.1235961901814
"1592",1e-05,4.90438743283929,"temperate",-127.716552734375,64.1235961901814
"1593",1e-05,5.38176565106169,"temperate",-126.716552734375,64.1235961901814
"1594",1e-05,5.38176565106169,"temperate",-125.716552734375,64.1235961901814
"1595",1e-05,5.38176565106169,"temperate",-124.716552734375,64.1235961901815
"1596",1e-05,4.35016754738004,"temperate",-123.716552734375,64.1235961901814
"1597",1e-05,5.39738666639276,"temperate",-122.716552734375,64.1235961901815
"1598",1e-05,3.50834524297935,"temperate",-121.716552734375,64.1235961901815
"1599",1e-05,3.50834524297935,"temperate",-120.716552734375,64.1235961901814
"1600",1e-05,3.50834524297935,"temperate",-119.716552734375,64.1235961901815
"1601",1e-05,0,"temperate",-118.716552734375,64.1235961901814
"1602",1e-05,0,"temperate",-117.716552734375,64.1235961901814
"1603",1e-05,0,"temperate",-116.716552734375,64.1235961901814
"1604",1e-05,0,"temperate",-115.716552734375,64.1235961901814
"1605",1e-05,0,"temperate",-114.716552734375,64.1235961901814
"1606",1e-05,0,"temperate",-113.716552734375,64.1235961901815
"1607",1e-05,0,"temperate",-112.716552734375,64.1235961901814
"1608",1e-05,0,"temperate",-111.716552734375,64.1235961901814
"1662",1e-05,0,"temperate",-163.756125766532,62.9030905095524
"1663",1e-05,0,"temperate",-162.64250155677,62.9546526515118
"1664",1e-05,2.50440757938002,"temperate",-161.717939396093,63.0461940099594
"1665",1e-05,2.50440757938002,"temperate",-160.70845403543,63.1155853909917
"1666",1e-05,2.50440757938002,"temperate",-159.716552734375,63.1235961901225
"1667",1e-05,2.50440757938002,"temperate",-158.716552734375,63.1235961901225
"1668",1e-05,3.819126564946,"temperate",-157.716552734375,63.1235961901225
"1669",1e-05,3.819126564946,"temperate",-156.716552734375,63.1235961901225
"1670",1e-05,3.819126564946,"temperate",-155.716552734375,63.1235961901225
"1671",1e-05,3.819126564946,"temperate",-154.716552734375,63.1235961901225
"1672",1e-05,3.819126564946,"temperate",-153.716552734375,63.1235961901224
"1673",1e-05,3.819126564946,"temperate",-152.716552734375,63.1235961901224
"1674",1e-05,3.819126564946,"temperate",-151.716552734375,63.1235961901225
"1675",1e-05,3.819126564946,"temperate",-150.716552734375,63.1235961901225
"1676",1e-05,3.819126564946,"temperate",-149.716552734375,63.1235961901225
"1677",1e-05,3.819126564946,"temperate",-148.716552734375,63.1235961901225
"1678",1e-05,5.16250727024299,"temperate",-147.716552734375,63.1235961901225
"1679",1e-05,5.80684348599053,"temperate",-146.716552734375,63.1235961901224
"1680",1e-05,5.80684348599053,"temperate",-145.716552734375,63.1235961901224
"1681",1e-05,5.80684348599053,"temperate",-144.716552734375,63.1235961901225
"1682",1e-05,5.80684348599053,"temperate",-143.716552734375,63.1235961901224
"1683",1e-05,5.80684348599053,"temperate",-142.716552734375,63.1235961901225
"1684",1e-05,5.80684348599053,"temperate",-141.716552734375,63.1235961901225
"1685",1e-05,5.80684348599053,"temperate",-140.716552734375,63.1235961901225
"1686",1e-05,5.80684348599053,"temperate",-139.716552734375,63.1235961901224
"1687",1e-05,5.80684348599053,"temperate",-138.716552734375,63.1235961901225
"1688",1e-05,5.80684348599053,"temperate",-137.716552734375,63.1235961901225
"1689",1e-05,5.80684348599053,"temperate",-136.716552734375,63.1235961901225
"1690",1e-05,5.80684348599053,"temperate",-135.716552734375,63.1235961901225
"1691",1e-05,4.75741355199983,"temperate",-134.716552734375,63.1235961901224
"1692",1e-05,5.4329960264596,"temperate",-133.716552734375,63.1235961901224
"1693",1e-05,4.63531757036443,"temperate",-132.716552734375,63.1235961901224
"1694",1e-05,5.32885612594489,"temperate",-131.716552734375,63.1235961901225
"1695",1e-05,5.32885612594489,"temperate",-130.716552734375,63.1235961901224
"1696",1e-05,5.32885612594489,"temperate",-129.716552734375,63.1235961901224
"1697",1e-05,5.32885612594489,"temperate",-128.716552734375,63.1235961901225
"1698",1e-05,5.32885612594489,"temperate",-127.716552734375,63.1235961901225
"1699",1e-05,5.73717761071428,"temperate",-126.716552734375,63.1235961901225
"1700",1e-05,5.73717761071428,"temperate",-125.716552734375,63.1235961901225
"1701",1e-05,5.38176565106169,"temperate",-124.716552734375,63.1235961901225
"1702",1e-05,5.38176565106169,"temperate",-123.716552734375,63.1235961901225
"1703",1e-05,5.38176565106169,"temperate",-122.716552734375,63.1235961901225
"1704",1e-05,5.38176565106169,"temperate",-121.716552734375,63.1235961901225
"1705",1e-05,4.18741916201612,"temperate",-120.716552734375,63.1235961901225
"1706",1e-05,3.05742048388604,"temperate",-119.716552734375,63.1235961901224
"1707",1e-05,3.05742048388604,"temperate",-118.716552734375,63.1235961901225
"1708",1e-05,0.850945920603172,"temperate",-117.716552734375,63.1235961901225
"1709",1e-05,0.850945920603172,"temperate",-116.716552734375,63.1235961901225
"1710",1e-05,0.850945920603172,"temperate",-115.716552734375,63.1235961901225
"1711",1e-05,0.850945920603172,"temperate",-114.716552734375,63.1235961901225
"1712",1e-05,0,"temperate",-113.716552734375,63.1235961901225
"1713",1e-05,0,"temperate",-112.716552734375,63.1235961901225
"1714",1e-05,0,"temperate",-111.716552734375,63.1235961901225
"1715",1e-05,0,"temperate",-110.716552734375,63.1235961901225
"1716",1e-05,0,"temperate",-109.716552734375,63.1235961901224
"1756",1e-05,2.50440757938002,"temperate",-161.716552734375,62.1235961900578
"1757",1e-05,2.50440757938002,"temperate",-160.716552734375,62.1235961900578
"1758",1e-05,2.50440757938002,"temperate",-159.716552734375,62.1235961900578
"1759",1e-05,2.50440757938002,"temperate",-158.716552734375,62.1235961900578
"1760",1e-05,2.50440757938002,"temperate",-157.716552734375,62.1235961900578
"1761",1e-05,2.50440757938002,"temperate",-156.716552734375,62.1235961900578
"1762",1e-05,3.819126564946,"temperate",-155.716552734375,62.1235961900577
"1763",1e-05,3.819126564946,"temperate",-154.716552734375,62.1235961900578
"1764",1e-05,3.819126564946,"temperate",-153.716552734375,62.1235961900578
"1765",1e-05,3.819126564946,"temperate",-152.716552734375,62.1235961900578
"1766",1e-05,3.819126564946,"temperate",-151.716552734375,62.1235961900578
"1767",1e-05,3.819126564946,"temperate",-150.716552734375,62.1235961900578
"1768",1e-05,3.819126564946,"temperate",-149.716552734375,62.1235961900578
"1769",1e-05,3.819126564946,"temperate",-148.716552734375,62.1235961900577
"1770",1e-05,3.819126564946,"temperate",-147.716552734375,62.1235961900578
"1771",1e-05,3.819126564946,"temperate",-146.716552734375,62.1235961900578
"1772",1e-05,3.819126564946,"temperate",-145.716552734375,62.1235961900578
"1773",1e-05,5.80684348599053,"temperate",-144.716552734375,62.1235961900578
"1774",1e-05,5.80684348599053,"temperate",-143.716552734375,62.1235961900578
"1775",1e-05,5.80684348599053,"temperate",-142.716552734375,62.1235961900578
"1776",1e-05,5.80684348599053,"temperate",-141.716552734375,62.1235961900578
"1777",1e-05,5.80684348599053,"temperate",-140.716552734375,62.1235961900578
"1778",1e-05,5.80684348599053,"temperate",-139.716552734375,62.1235961900578
"1779",1e-05,5.80684348599053,"temperate",-138.716552734375,62.1235961900578
"1780",1e-05,5.80684348599053,"temperate",-137.716552734375,62.1235961900578
"1781",1e-05,5.80684348599053,"temperate",-136.716552734375,62.1235961900578
"1782",1e-05,5.80684348599053,"temperate",-135.716552734375,62.1235961900578
"1783",1e-05,6.59973957636446,"temperate",-134.716552734375,62.1235961900578
"1784",1e-05,6.59973957636446,"temperate",-133.716552734375,62.1235961900578
"1785",1e-05,6.89281452742896,"temperate",-132.716552734375,62.1235961900578
"1786",1e-05,5.91251095343567,"temperate",-131.716552734375,62.1235961900578
"1787",1e-05,5.91251095343567,"temperate",-130.716552734375,62.1235961900578
"1788",1e-05,5.91251095343567,"temperate",-129.716552734375,62.1235961900578
"1789",1e-05,5.91251095343567,"temperate",-128.716552734375,62.1235961900578
"1790",1e-05,5.91251095343567,"temperate",-127.716552734375,62.1235961900578
"1791",1e-05,5.21322169197874,"temperate",-126.716552734375,62.1235961900578
"1792",1e-05,6.06986328221761,"temperate",-125.716552734375,62.1235961900578
"1793",1e-05,6.06986328221761,"temperate",-124.716552734375,62.1235961900578
"1794",1e-05,5.73717761071428,"temperate",-123.716552734375,62.1235961900578
"1795",1e-05,5.38176565106169,"temperate",-122.716552734375,62.1235961900578
"1796",1e-05,4.18741916201612,"temperate",-121.716552734375,62.1235961900578
"1797",1e-05,4.18741916201612,"temperate",-120.716552734375,62.1235961900578
"1798",1e-05,4.18741916201612,"temperate",-119.716552734375,62.1235961900578
"1799",1e-05,4.18741916201612,"temperate",-118.716552734375,62.1235961900578
"1800",1e-05,4.18741916201612,"temperate",-117.716552734375,62.1235961900578
"1801",1e-05,4.18741916201612,"temperate",-116.716552734375,62.1235961900578
"1802",1e-05,4.18741916201612,"temperate",-115.716552734375,62.1235961900578
"1803",1e-05,4.18741916201612,"temperate",-114.716552734375,62.1235961900578
"1804",1e-05,4.18741916201612,"temperate",-113.716552734375,62.1235961900578
